key	zh	en	es	fr	de	it	ja	ko	pt-BR	ru
Prayer/PR01_DESCRIPTION	"歌颂夜空的小诗。使忏悔者满怀义人之怒，在一段时间内提升其攻击速度 "	"Brief hymn to the night skies. Overwhelms The Penitent One with the fury of the righteous, increasing the speed of his attacks for some time. "	Breve canto a los cielos nocturnos. Embarga a Penitente con la furia de los justos, aumentando la velocidad de sus ataques por un tiempo.	Un hymne bref dédié aux cieux nocturnes. La furie des justes s'empare du Pénitent sa vitesse d'attaque augmente temporairement.	"Kurze Hymne an den Nachthimmel. Erfüllt den Büßer mit dem Zorn der Gerechten, erhöht vorübergehend das Tempo seiner Angriffe. "	"Breve inno ai cieli notturni. Pervade il Penitente della furia dei virtuosi, aumentando temporaneamente la velocità dei suoi attacchi. "	夜空を讃える短い聖歌。高潔な@る激怒が悔悟者を飲み込むこと@で、攻撃速度が短い間上昇す@る。	밤하늘에 바치는 짧은 구절의 찬송가. 참회자를 고결한 분노에 휩싸이게 하여 잠깐 동안 공격 속도를 올려 준다.	"Breve hino ao céu noturno. Inunde o Penitente com a fúria da retidão, aumentando a velocidade de seus ataques por um tempo. "	"Короткий гимн ночному небу. Наполняет Кающегося праведной яростью и на короткое время увеличивает скорость его атак. "
Prayer/PR01_LORE	眸子双明星@相邀少歇停@@天间夸婉娩@尘世逞娉婷@@何处鸣钟振@阿谁悲涕零@@劝君莫堕泪@使我前途冥	There is a small girl with two star-like eyes@Who, when she looks at me, makes me stay by her side@@They say she's a saint, came down from the sky@Do not cry, my child, or I'll get lost on the way@@What is it that tolls?@The bells in the distance@@What is it that cries?@On her face, eyes star-like.	Hay una niña con dos luceros@Que cuando me mira a su vera me quedo@@Dicen que es santa, que bajó del cielo@No llores niña que por el camino me pierdo@@¿Qué es lo que suena?@Las campanas a lo lejos@@¿Qué es lo que llora?@En su carita dos luceros	Il est une petite fille aux yeux comme des étoiles@Qui, d'un seul regard, m'enchaîne à elle@ @C'est une sainte, dit-on, descendue des cieux@Ne pleure pas, chère enfant, au risque que je m'égare@ @Qu'est-ce qui sonne?@Les cloches au loin@ @Qu'est-ce qui pleure?@Sur son visage, ses yeux comme des étoiles	Da ist ein Mädchen mit zwei sternengleichen Augen@Wenn Sie mich ansieht, will ich ihr nie mehr von der Seite weichen@@Man sagt, sie sei eine Heilige, gesandt vom Himmel@Weine nicht, mein Kind, oder ich verirre mich auf dem Weg@@Was da klingt?@Die Glocken in der Ferne@@Was da weint?@Sternengleiche Augen, auf ihrem Antlitz	C'è una fanciulla dagli occhi come stelle@che, con uno sguardo, mi fa stare al suo fianco.@@Dicono sia una santa, discesa dal cielo.@Non piangere, figlia mia, o smarrirò la strada.@@Cosa sono quei rintocchi?@Campane distanti.@@Chi piange queste lacrime?@Quegli occhi, come stelle sul suo viso.	少女の双眼は　まるで星のよう@その目は私を　見つめ離さない@@彼女は天よりの聖人　贈り物@泣くな、我が子よ　道に迷ってしまうから@@響き渡るは　何の音@はるか遠くの　鐘の音@@流れ落ちるは　誰の涙@彼女の涙　星の双眼	별과 같은 두 눈을 지닌 소녀 있으니@누구든 나처럼 그 소녀의 눈동자에서 벗어날 수 없음이라@@그 소녀는 천상에서 보내신 성인이요@그러니 울지 마라 아이야, 그리하면 내가 길을 잃을지니@@저 울려 퍼지는 소리는 무엇인가?@아득히 먼 곳에서 종소리 울리네@@저 눈물은 어디서 흐르는가?@별처럼 빛나는 소녀의 눈에서 흐르네.	Há uma garotinha com dois olhos brilhantes@Que, quando me olham, me atraem num instante.@@Dizem que é uma santa, que veio do paraíso@Não chore, criança, senão vou ficar perdido.@@O que está tocando?@Os sinos distantes.@@O que está chorando?@No rosto dela, dois olhos brilhantes.	Есть маленькая девочка с глазами подобными звездам.@Я не хочу прощаться с ней, покуда смотрит на меня.@@Молва твердит, она святая, сошедшая с небес.@Не плачь, дитя, иначе сбиться мне с пути.@@Что за звон?@Колокола вдалеке.@@Что за плач?@Глаза, как звезды, на ее лице.
Prayer/PR03_CAPTION	神光天降	Debla of the Lights	Debla de las Luces	Debla des lueurs	Debla des Lichts	Debla della luce	光のデブラ	빛의 성령 데브라	Debla das Luzes	Дебла Светa
Prayer/PR03_DESCRIPTION	从天上召唤一道神光照射在忏悔者的位置，对附近的敌人造成猛烈的伤害	Summons a beam of heavenly light to the position of The Penitent One; it punishes nearby enemies with merciless strength.	Invoca un haz de luz celestial en la posición de Penitente, que castiga con implacable fuerza a los enemigos cercanos.	Invoque un faisceau de lumière céleste à l'emplacement du Pénitent ; il châtie les ennemis proches avec une force implacable.	Beschwört einen Strahl himmlischen Lichts auf den Büßer herab; bestraft Feinde in der Nähe mit gnadenloser Härte.	Evoca un raggio di luce divina nel punto in cui si trova il Penitente; punisce i nemici nelle vicinanze con forza spietata.	天よりの光の束が悔悟者の元へ@と降り注ぐ。無慈悲なるその光@は、周囲の敵に罰を下すことだ@ろう。	참회자 주변에 한 줄기 천상의 빛을 보내 무자비한 힘으로 주변 적을 벌한다.	Lança um feixe de luz celestial na posição do Penitente; pune inimigos próximos com uma força impiedosa.	Призывает луч божественного света туда, где стоит Кающийся. Свет немилосердно обжигает находящихся поблизости врагов.
Prayer/PR03_LORE	炽光耀眼@明火灼心@@蜡鸽来翔@熔羽成霖@@奉目献体@披火为衾@余恨至今	Eyes I have, but thee I can't see@Your lights of fire blind me inside@@Up in the sky there fly wax pigeons@Which melt their wings, sowing the land@@If you call me, let me burn@Eyes and flesh, hands and hair@I want to see thee, but I cannot.	Tengo ojos y no puedo veros@Vuestras luces de fuego me ciegan adentro@@Arriba en el cielo hay palomas de cera@Que derriten sus alas sembrando la tierra@@Si me llamáis, dejad que me queme@Ojos y carne, manos y pelo@Quiero veros y no puedo	J'ai des yeux, mais je ne te vois point@La lueur de tes feux m'aveugle en dedans@ @Dans le ciel volent des pigeons de cire@Leurs ailes fondent, pleuvent sur la terre@ @Si tu m'appelles, laisse-moi brûler@Les yeux et les chairs, les mains et les cheveux@Je veux te voir, mais ne le puis	Augen habe ich, doch dich kann ich nicht sehen@Dein feuriges Licht blendet mein Innerstes@@Hoch oben am Himmel fliegen wächserne Tauben@Ihre schmelzenden Schwingen bringen die Saat aus@@Dein Ruf lässt mich brennen@Augen und Fleisch, Hände und Haar@Ich will dich sehen, doch ich kann es nicht	Con i miei occhi non posso vederti.@La tua luce infuocata mi acceca nell'animo.@@In alto nel cielo volano colombi di cera@le loro ali si sciolgono, cospargendo la terra.@@Se mi chiami, lascia ch'io bruci...@Occhi e carne, mani e capelli.@Voglio vederti, ma non posso.	私の眼では　あなたを見れない@その炎の光が　眩しすぎるから@@空に飛ぶは　蝋の鳩@溶けゆく翼が　大地に注ぐ@@焦がれる心ごと　私を燃やして@眼と肉、手と髪@私の眼では　あなたを見れない	제 눈으로는 그대를 보지 못하리니,@그대의 찬란한 휘광이 제 안에서 나를 눈멀게 하나이다.@@천상을 거니는 밀랍으로 된 비둘기가@그 열기에 녹아 땅으로 스며드나니,@@그대가 나 부르시어@눈과 살, 손과 머리카락 태워@그대를 보려 해도 나 그러지 못하나이다.	Tenho olhos, mas a ti não vejo@Tua luz incandescente me cega por dentro@@Lá no céu voam pombas de cera@As asas derretem, semeando toda terra@@Se me chamares, deixe-me queimar@Olhos e carne, mãos e cabelo@Quero te ver, mas não posso	Есть глаза, но я тебя не вижу.@Отблеск твоего пламени жжет меня изнутри.@@В небесах кружат восковые голуби,@И крылья их плавятся, поливая землю.@@Если призовешь меня, дай мне обжечь@Глаза и плоть, и волосы, и руки.@Хочу узреть тебя, но не могу.
Prayer/PR04_CAPTION	苦痛之箭	Saeta Dolorosa	Saeta Dolorosa	Saeta Dolorosa	Saeta Dolorosa	Saeta Dolorosa	サエタ・ドロローサ	사에타 돌로로사	Saeta Dolorosa	Саэта Долороса
Prayer/PR04_DESCRIPTION	真正的忏悔只有通过肉体的痛苦才能表现出来，追求圣德才是彻底的超脱。这种痛苦绝望的圣歌通篇满是笃定之情，咏唱者对敌人造成伤害时，也将回复生命	The pain of the flesh embodied the definitive penance, total detachment of self in firm pursuit of virtue. This sorrowful and desperate chant overflows with conviction, and those who intone it will be rewarded with vital energy for every hit they land on their enemies.	El dolor de la carne representaba la penitencia definitiva, el desapego del ser en firme persecución de la virtud. Este triste y desesperado canto rebosa de convicción, y recompensa a quien lo implora con energía vital al golpear a sus enemigos.	La douleur de la chair incarnée dans une pénitence définitive, une abnégation totale au service d'une quête de vertu. Ce chant désespéré et plein de chagrin déborde de conviction, et ceux qui l'entonnent seront récompensés par un regain d'énergie vitale à chaque coup qu'ils portent à leurs ennemis.	Der Schmerz des Fleisches verkörperte die endgültige Buße, die völlige Loslösung des Selbst im unbeirrten Streben nach Tugend. Dieser leidvolle und verzweifelte Gesang ist erfüllt von unerschütterlichem Glauben und jene, die ihn anstimmen, werden mit Lebenskraft für jeden Treffer gegen ihre Feinde belohnt.	Il dolore del corpo incarnava la penitenza finale, il totale distacco dell'animo alla ricerca imperterrita della virtù. Questo canto triste e disperato trabocca di fervore e chi lo intona verrà ricompensato con energia vitale a ogni colpo sferrato sui nemici.	肉体の痛みは明確なる自己犠牲@であり、美徳を追い求めるがゆ@えの、自身に対する無関心であ@る。悲しみと絶望を体現したよ@うなこの聖歌には、確固たる信@念が満ち溢れている。この歌を@唱える者は、敵を攻撃するたび@に生命力を得られるだろう。	육체에 전해지는 고통은 고행의 완벽한 형태이며 자아를 멀리 함으로서 고결함을 추구하려는 것이다. 확고한 신념을 담아 슬픔과 절망을 담은 이 성가를 읊조리는 자는 적을 강타할 때마다 생명력을 얻을 수 있다.	"A dor da carne representava a penitência final, desapego total do ""eu"" na busca inabalável pela virtude. Este cântico triste e desesperado transborda convicção, e quem o entoar será recompensado com energia vital por cada golpe desferido nos inimigos."	Боль плоти – воплощение окончательного раскаяния, полного отрешения от своего «я» в непреклонном стремлении к добродетели. Эта печальная и отчаянная песнь переполнена сознанием греховности. Тот, кто исполняет ее, будет вознагражден за каждый удар, нанесенный противнику, жизненные силы его восстанавливаются.
Prayer/PR04_LORE	苦痛尽至@以身代君@@热血皆涸@奉君至勤@@恸哭悲戚@不使君闻	Let me grieve, let me suffer@For one wound on me is one less on you@@Let me bleed, let me feel@For a cut on me is a caress for you@@Let me cry, let me moan@As all of my tears are only for me.	Déjame penar, déjame sufrir@Que llaga mía es una menos en tí@@Déjame sangrar, déjame sentir@Que un corte mío es caricia en tí@@Déjame llorar, déjame gemir@Que todas mis lágrimas son solo para mí	Laisse-moi pleurer, laisse-moi souffrir@Une blessure à mon corps t'en épargne le tourment@ @Laisse-moi saigner, laisse-moi sentir@Car une entaille pour moi est une caresse pour toi@ @Laisse-moi pleurer, laisse-moi gémir@Car mes larmes ne sont que pour moi	Lass mich klagen, lass mich leiden@Denn jede meiner Wunden bleibt dir erspart@@Lass mich bluten, lass mich erdulden@Denn ein Hieb für mich ist eine Liebkosung für dich@@Lass mich weinen, lass mich stöhnen@Denn all meine Tränen sind mein allein	Lascia ch'io soffra, lascia ch'io provi dolore,@poiché una ferita su di me è una ferita in meno per te.@@Lascia ch'io sanguini, lascia ch'io patisca,@poiché un taglio su di me è una carezza per te.@@Lascia ch'io pianga, lascia ch'io gema,@poiché tutte le mie lacrime sono soltanto mie.	心を痛めよう　苦痛を受けよう@あなたの代わりに　なれるのならば@@血なら流そう　悲痛も受けよう@この傷こそが　あなたへの抱擁@@涙も流そう　嘆き悲しもう@私の涙は　ただ私のもの	나를 슬픔과 고통에 임하게 하소서.@이로 그대의 고통을 덜 수 있다면.@@피를 흘리고, 비통에 임하게 하소서.@이 상처로 그대를 감싸 안을 수 있도록.@@눈물 흘리고, 신음하게 하소서.@내 모든 눈물이 오롯이 내 것이 될 수 있도록.	Deixe-me lamentar, deixe-me sofrer@Pois uma ferida em mim é uma a menos em você@@Deixe-me sangrar, deixe-me sentir@Pois um corte em mim é um afago em você@@Deixe-me chorar, deixe-me gemer@Pois todas as lágrimas são só por mim	Дай мне скорбеть, позволь мне страдать,@Ибо с каждой раной моей исцеляются раны твои.@@Дай мне истечь кровью, позволь терпеть боль,@Ибо каждый мой порез – ласка телу твоему.@@Дай мне кричать, позволь мне стонать,@Ибо все мои слезы лишь обо мне.
Prayer/PR05_CAPTION	礼颂奥耀拉之子	Campanillero to the Sons of the Aurora	Campanillero a los Hijos de la Aurora	Campanillero aux Fils de l'aurore	Campanillero an die Söhne der Aurora	Campanillero ai figli dell'aurora	オーロラの息子に贈るカンパニジェロ	오로라의 아들에게 바치는 캄파닐레로	Campanillero para os Filhos da Aurora	Кампанильеро Сынам Авроры
Prayer/PR05_DESCRIPTION	远古时期赞美月神的圣歌，用以祈求她的后代显灵。可以召唤一群小天使围绕在忏悔者身边，攻击附近的敌人	Ancient chant to the moon, that calls for the aid of her offspring. Summons a group of cherubs that fly by The Penitent One's side, attacking nearby enemies.	"Antiguo cante a la luna, que llama al auxilio de sus vástagos. Invoca una corte de querubines que acompañan a Penitente, atacando a enemigos cercanos. "	Un antique chant pour la Lune, qui implore l'aide de ses enfants. Invoque un groupe de chérubins qui virevoltent aux côtés du Pénitent pour attaquer ses ennemis proches.	Alter Gesang an den Mond, um seine Abkömmlinge zu Hilfe zu rufen. Beschwört eine Gruppe von Cherubim, die den Büßer begleiten und nahe Feinde attackieren.	Un antico canto alla luna, che chiama in aiuto la sua progenie. Evoca un gruppo di cherubini che volano al fianco del Penitente, attaccando i nemici nelle vicinanze.	月を称える太古の聖歌であり、@月の子孫からの助けを求める@歌。悔悟者の周囲の敵を攻撃す@る、複数の智天使を召喚する。	달에게 바치는 고대의 성가이자 달의 자손에게 도움을 청하는 노래. 참회자 근처를 날며 근처 적을 공격하는 작은 천사를 소환한다.	Cântico antigo para a lua que clama a ajuda de sua prole. Convoca um grupo de querubins que voa ao lado do Penitente, atacando os inimigos próximos.	Древняя песнь Луне, взывающая к помощи ее потомков. Призывает группу херувимов, которые летят бок о бок с Кающимся и атакуют ближайших противников.
