key	zh	en	es
QuestItem/QI301_DESCRIPTION	"这是放逐面容赐给克兰莎的标记，试图向她揭示真相并且最终打开她的白银之眼。但是至高意志铸造的沉重枷锁不久之后又将她的双眼蒙蔽。@可以使你走上反转王座之外的道路，这是向绒羽国度朝圣的最终阶段，艾斯克利瓦尔教皇对此地可谓百般拒绝。 "	"Mark that the Exiled Visage bestowed upon Crisanta, in an attempt to reveal the truth to her and finally open her silver eyes. But the heavy chains forged by the High Wills soon closed them again.@Allows you to walk the path beyond the Turned Throne, the final phase of the pilgrimage to a land of palliums and velvet that were forever denied to the Pontiff Escribar. "	"Marca que el Rostro Exiliado otorgó a Crisanta, buscando así revelarle la verdad y abrir al fin sus ojos de plata. Los pesados eslabones forjados por las Altas Voluntades no tardaron en cerrarlos de nuevo.@Permite andar la senda más allá del Trono Girado, última etapa del peregrinaje a una tierra de palios y terciopelos que le fueron por siempre negados al pontífice Escribar. "
QuestItem/QI301_LORE	圣义·禁颂@@『第四伤痕与其姐妹不同，它会使灵魂受到无法救赎的痛苦，并且用超一切罪愆。只有第四处才是最深层最禁忌的痛苦。那是失落灵魂至大至真之伤。是谓薄暮之伤』	Holy Creed. Forbidden Verse@@“It is only the Fourth Wound that, unlike its sisters, makes the soul suffer in such a way that goes beyond repentance as an act and beyond guilt as a perpetual state. It is only the Fourth that represents the deepest and most forbidden pain. The greatest and truest wound of the lost soul. The wounds of eventide.”	"Santo Credo. Versículo Prohibido@@""Es solo la Cuarta Llaga la que, al contrario que sus hermanas, hace sufrir el alma de una forma que va más allá del arrepentimiento como acto y de la culpa como estado perpetuo. Es solo el Cuarto el que representa el dolor más profundo y prohibido. La mayor y más verdadera herida del alma en pena. La herida del ocaso."""
QuestItem/QI31_CAPTION	荆棘	Thorn	"Espina "
QuestItem/QI31_DESCRIPTION	"迪欧加卡斯的小礼物，被钉在你的剑格下面扭曲者的像上。这些荆棘是奇迹用罪恶养成，携带者的罪过都由这荆棘来背负 "	"Small gift from Deogracias, nailed into the effigy of the Twisted under the guard of your sword. The thorns arisen from the Miracle feed on sin and guilt, growing with the burden that its bearer carries. "	"Pequeño obsequio de Deogracias, clavado en la efigie del Retorcido bajo la guardia de tu espada. Las espinas surgidas del Milagro se alimentan del pecado y la culpa, creciendo junto a la carga que su portador lleve sobre sus hombros. "
QuestItem/QI31_LORE	迪欧加卡斯的辞别书@@「阿伯特兄弟，你知道的，我还是个小孩子的时候就在这座修道院当书记员。我写了许多关于我们的修道院、圣徒还有痛极奇迹的事情。我必须告诉你，虽然我仍要继续写下去，我已下定决心离去。在高墙之内，我无法见证奇迹的真正杰作。我有幸能亲眼见证你神圣的作品，无论晴天还是下雨，纵使赤脚踏上热砂，我都要向世人传颂奇迹」	"Deosgracias' Farewell@@""Brother Abbot, you know that I have been a scribe in this abbey since I was but a wee child. I have written about our church, our saints and our Miracle of the Greatest Pain. I must inform you that I have made the decision to leave, although I intend to continue writing. In these walls I cannot be a true witness of the works of the Miracle. I need to appreciate with my own eyes your holy works. I will be a teller of the Miracle wherever it takes me, rain or shine, or scorching sand under my bare feet."""	"Despedida de Deogracias@@""Hermano Abad, sabe que he sido escribano en esta abadía desde que era muy joven. He escrito sobre nuestra iglesia, nuestros santos y nuestro Milagro del Mayor Dolor. Tengo que decirle que he tomado la decisión de marcharme, aunque no de dejar de escribir. En estos muros no puedo ser verdadero testigo de las obras del Milagro. Necesito apreciar con mis propios ojos sus santas obras. Seré relator del Milagro adonde quiera que me lleve, llueva, nieve, o haya arenas bajo mis pies descalzos."""
QuestItem/QI32_CAPTION	初萌新芽	Budding Sprout	"Brote Incipiente "
QuestItem/QI32_DESCRIPTION	"迪欧加卡斯的小礼物，被钉在你的剑格下面扭曲者的像上。这些荆棘是奇迹用罪恶养成，携带者的罪过都由这荆棘来背负 "	"Small gift from Deogracias, nailed into the effigy of the Twisted under the guard of your sword. The thorns arisen from the Miracle feed on sin and guilt, growing with the burden that its bearer carries. "	"Pequeño obsequio de Deogracias, clavado en la efigie del Retorcido bajo la guardia de tu espada. Las espinas surgidas del Milagro se alimentan del pecado y la culpa, creciendo junto a la carga que su portador lleve sobre sus hombros. "
QuestItem/QI32_LORE	迪欧加卡斯的辞别书@@「阿伯特兄弟，你知道的，我还是个小孩子的时候就在这座修道院当书记员。我写了许多关于我们的修道院、圣徒还有痛极奇迹的事情。我必须告诉你，虽然我仍要继续写下去，我已下定决心离去。在高墙之内，我无法见证奇迹的真正杰作。我有幸能亲眼见证你神圣的作品，无论晴天还是下雨，纵使赤脚踏上热砂，我都要向世人传颂奇迹」	"Deosgracias' Farewell@@""Brother Abbot, you know that I have been a scribe in this abbey since I was but a wee child. I have written about our church, our saints and our Miracle of the Greatest Pain. I must inform you that I have made the decision to leave, although I intend to continue writing. In these walls I cannot be a true witness of the works of the Miracle. I need to appreciate with my own eyes your holy works. I will be a teller of the Miracle wherever it takes me, rain or shine, or scorching sand under my bare feet."""	"Despedida de Deogracias@@""Hermano Abad, sabe que he sido escribano en esta abadía desde que era muy joven. He escrito sobre nuestra iglesia, nuestros santos y nuestro Milagro del Mayor Dolor. Tengo que decirle que he tomado la decisión de marcharme, aunque no de dejar de escribir. En estos muros no puedo ser verdadero testigo de las obras del Milagro. Necesito apreciar con mis propios ojos sus santas obras. Seré relator del Milagro adonde quiera que me lleve, llueva, nieve, o haya arenas bajo mis pies descalzos."""
QuestItem/QI33_CAPTION	茁壮苗芽	Grown Sprout	"Brote Crecido "
QuestItem/QI33_DESCRIPTION	"迪欧加卡斯的小礼物，被钉在你的剑格下面扭曲者的像上。这些荆棘是奇迹用罪恶养成，携带者的罪过都由这荆棘来背负 "	"Small gift from Deogracias, nailed into the effigy of the Twisted under the guard of your sword. The thorns arisen from the Miracle feed on sin and guilt, growing with the burden that its bearer carries. "	"Pequeño obsequio de Deogracias, clavado en la efigie del Retorcido bajo la guardia de tu espada. Las espinas surgidas del Milagro se alimentan del pecado y la culpa, creciendo junto a la carga que su portador lleve sobre sus hombros. "
QuestItem/QI33_LORE	迪欧加卡斯的辞别书@@「阿伯特兄弟，你知道的，我还是个小孩子的时候就在这座修道院当书记员。我写了许多关于我们的修道院、圣徒还有痛极奇迹的事情。我必须告诉你，虽然我仍要继续写下去，我已下定决心离去。在高墙之内，我无法见证奇迹的真正杰作。我有幸能亲眼见证你神圣的作品，无论晴天还是下雨，纵使赤脚踏上热砂，我都要向世人传颂奇迹」	"Deosgracias' Farewell@@""Brother Abbot, you know that I have been a scribe in this abbey since I was but a wee child. I have written about our church, our saints and our Miracle of the Greatest Pain. I must inform you that I have made the decision to leave, although I intend to continue writing. In these walls I cannot be a true witness of the works of the Miracle. I need to appreciate with my own eyes your holy works. I will be a teller of the Miracle wherever it takes me, rain or shine, or scorching sand under my bare feet."""	"Despedida de Deogracias@@""Hermano Abad, sabe que he sido escribano en esta abadía desde que era muy joven. He escrito sobre nuestra iglesia, nuestros santos y nuestro Milagro del Mayor Dolor. Tengo que decirle que he tomado la decisión de marcharme, aunque no de dejar de escribir. En estos muros no puedo ser verdadero testigo de las obras del Milagro. Necesito apreciar con mis propios ojos sus santas obras. Seré relator del Milagro adonde quiera que me lleve, llueva, nieve, o haya arenas bajo mis pies descalzos."""
QuestItem/QI34_CAPTION	棘刺石南	Thorny Briar	"Zarza Espinosa "
QuestItem/QI34_DESCRIPTION	"迪欧加卡斯的小礼物，被钉在你的剑格下面扭曲者的像上。这些荆棘是奇迹用罪恶养成，携带者的罪过都由这荆棘来背负 "	"Small gift from Deogracias, nailed into the effigy of the Twisted under the guard of your sword. The thorns arisen from the Miracle feed on sin and guilt, growing with the burden that its bearer carries. "	"Pequeño obsequio de Deogracias, clavado en la efigie del Retorcido bajo la guardia de tu espada. Las espinas surgidas del Milagro se alimentan del pecado y la culpa, creciendo junto a la carga que su portador lleve sobre sus hombros. "
QuestItem/QI34_LORE	迪欧加卡斯的辞别书@@「阿伯特兄弟，你知道的，我还是个小孩子的时候就在这座修道院当书记员。我写了许多关于我们的修道院、圣徒还有痛极奇迹的事情。我必须告诉你，虽然我仍要继续写下去，我已下定决心离去。在高墙之内，我无法见证奇迹的真正杰作。我有幸能亲眼见证你神圣的作品，无论晴天还是下雨，纵使赤脚踏上热砂，我都要向世人传颂奇迹」	"Deosgracias' Farewell@@""Brother Abbot, you know that I have been a scribe in this abbey since I was but a wee child. I have written about our church, our saints and our Miracle of the Greatest Pain. I must inform you that I have made the decision to leave, although I intend to continue writing. In these walls I cannot be a true witness of the works of the Miracle. I need to appreciate with my own eyes your holy works. I will be a teller of the Miracle wherever it takes me, rain or shine, or scorching sand under my bare feet."""	"Despedida de Deogracias@@""Hermano Abad, sabe que he sido escribano en esta abadía desde que era muy joven. He escrito sobre nuestra iglesia, nuestros santos y nuestro Milagro del Mayor Dolor. Tengo que decirle que he tomado la decisión de marcharme, aunque no de dejar de escribir. En estos muros no puedo ser verdadero testigo de las obras del Milagro. Necesito apreciar con mis propios ojos sus santas obras. Seré relator del Milagro adonde quiera que me lleve, llueva, nieve, o haya arenas bajo mis pies descalzos."""
